2024-09-28 12:06:59,414 INFO    StreamThr :423145 [internal.py:wandb_internal():87] W&B internal server running at pid: 423145, started at: 2024-09-28 12:06:59.414229
2024-09-28 12:06:59,415 DEBUG   HandlerThread:423145 [handler.py:handle_request():144] handle_request: status
2024-09-28 12:06:59,417 INFO    WriterThread:423145 [datastore.py:open_for_write():85] open: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240928_120659-5c6kxc17/run-5c6kxc17.wandb
2024-09-28 12:06:59,417 DEBUG   SenderThread:423145 [sender.py:send():334] send: header
2024-09-28 12:06:59,421 DEBUG   SenderThread:423145 [sender.py:send():334] send: run
2024-09-28 12:07:00,754 INFO    SenderThread:423145 [dir_watcher.py:__init__():216] watching files in: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240928_120659-5c6kxc17/files
2024-09-28 12:07:00,754 INFO    SenderThread:423145 [sender.py:_start_run_threads():1065] run started: 5c6kxc17 with start time 1727543219.414407
2024-09-28 12:07:00,754 DEBUG   SenderThread:423145 [sender.py:send_request():361] send_request: summary_record
2024-09-28 12:07:00,754 INFO    SenderThread:423145 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-09-28 12:07:00,755 DEBUG   HandlerThread:423145 [handler.py:handle_request():144] handle_request: check_version
2024-09-28 12:07:00,755 DEBUG   SenderThread:423145 [sender.py:send_request():361] send_request: check_version
2024-09-28 12:07:00,936 DEBUG   HandlerThread:423145 [handler.py:handle_request():144] handle_request: run_start
2024-09-28 12:07:00,966 DEBUG   HandlerThread:423145 [system_info.py:__init__():31] System info init
2024-09-28 12:07:00,966 DEBUG   HandlerThread:423145 [system_info.py:__init__():46] System info init done
2024-09-28 12:07:00,966 INFO    HandlerThread:423145 [system_monitor.py:start():151] Starting system monitor
2024-09-28 12:07:00,967 INFO    SystemMonitor:423145 [system_monitor.py:_start():116] Starting system asset monitoring threads
2024-09-28 12:07:00,967 INFO    HandlerThread:423145 [system_monitor.py:probe():172] Collecting system info
2024-09-28 12:07:00,967 INFO    SystemMonitor:423145 [interfaces.py:start():168] Started cpu
2024-09-28 12:07:00,968 INFO    SystemMonitor:423145 [interfaces.py:start():168] Started disk
2024-09-28 12:07:00,969 INFO    SystemMonitor:423145 [interfaces.py:start():168] Started gpu
2024-09-28 12:07:00,969 INFO    SystemMonitor:423145 [interfaces.py:start():168] Started memory
2024-09-28 12:07:00,970 INFO    SystemMonitor:423145 [interfaces.py:start():168] Started network
2024-09-28 12:07:00,981 DEBUG   HandlerThread:423145 [system_info.py:probe():195] Probing system
2024-09-28 12:07:00,999 DEBUG   HandlerThread:423145 [system_info.py:_probe_git():180] Probing git
2024-09-28 12:07:01,006 DEBUG   HandlerThread:423145 [system_info.py:_probe_git():188] Probing git done
2024-09-28 12:07:01,006 DEBUG   HandlerThread:423145 [system_info.py:probe():241] Probing system done
2024-09-28 12:07:01,006 DEBUG   HandlerThread:423145 [system_monitor.py:probe():181] {'os': 'Linux-5.15.153.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.9.20', 'heartbeatAt': '2024-09-28T17:07:00.981373', 'startedAt': '2024-09-28T17:06:59.408846', 'docker': None, 'cuda': None, 'args': ('--input_artifact', 'sample.csv:latest', '--output_artifact', 'clean_sample.csv', '--output_type', 'clean_sample', '--output_description', 'Data with outliers and null values removed', '--min_price', '10', '--max_price', '350'), 'state': 'running', 'program': '/root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/run.py', 'codePath': 'src/basic_cleaning/run.py', 'git': {'remote': 'https://github.com/JesseCarter1981/Project-Build-an-ML-Pipeline-Starter.git', 'commit': '139e842738d136965212e918a6839acb19d0185d'}, 'email': 'jesse.carter1981@gmail.com', 'root': '/root/Project-Build-an-ML-Pipeline-Starter', 'host': 'DESKTOP-AULSLDG', 'username': 'root', 'executable': '/root/miniconda3/envs/mlflow-19707c3818ce7e70ccc2f8b703046ae5d9c85174/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 3792.9100000000017, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}, {'current': 3792.91, 'min': 0.0, 'max': 0.0}], 'disk': {'total': 1006.853931427002, 'used': 24.786235809326172}, 'gpu': 'NVIDIA GeForce RTX 3070', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3070', 'memory_total': 8589934592}], 'memory': {'total': 15.57650375366211}}
2024-09-28 12:07:01,006 INFO    HandlerThread:423145 [system_monitor.py:probe():182] Finished collecting system info
2024-09-28 12:07:01,006 INFO    HandlerThread:423145 [system_monitor.py:probe():185] Publishing system info
2024-09-28 12:07:01,006 DEBUG   HandlerThread:423145 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2024-09-28 12:07:01,006 DEBUG   HandlerThread:423145 [system_info.py:_save_pip():67] Saving pip packages done
2024-09-28 12:07:01,006 DEBUG   HandlerThread:423145 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2024-09-28 12:07:01,389 DEBUG   HandlerThread:423145 [system_info.py:_save_conda():86] Saving conda packages done
2024-09-28 12:07:01,390 INFO    HandlerThread:423145 [system_monitor.py:probe():187] Finished publishing system info
2024-09-28 12:07:01,393 DEBUG   SenderThread:423145 [sender.py:send():334] send: files
2024-09-28 12:07:01,393 INFO    SenderThread:423145 [sender.py:_save_file():1319] saving file wandb-metadata.json with policy now
2024-09-28 12:07:01,396 DEBUG   HandlerThread:423145 [handler.py:handle_request():144] handle_request: stop_status
2024-09-28 12:07:01,396 DEBUG   SenderThread:423145 [sender.py:send_request():361] send_request: stop_status
2024-09-28 12:07:01,576 DEBUG   SenderThread:423145 [sender.py:send():334] send: telemetry
2024-09-28 12:07:01,576 DEBUG   SenderThread:423145 [sender.py:send():334] send: config
2024-09-28 12:07:01,755 INFO    Thread-12 :423145 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240928_120659-5c6kxc17/files/wandb-metadata.json
2024-09-28 12:07:01,755 INFO    Thread-12 :423145 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240928_120659-5c6kxc17/files/conda-environment.yaml
2024-09-28 12:07:01,755 INFO    Thread-12 :423145 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240928_120659-5c6kxc17/files/requirements.txt
2024-09-28 12:07:01,755 INFO    Thread-12 :423145 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240928_120659-5c6kxc17/files/wandb-summary.json
2024-09-28 12:07:01,756 INFO    Thread-12 :423145 [dir_watcher.py:_on_file_created():275] file/dir created: /root/Project-Build-an-ML-Pipeline-Starter/src/basic_cleaning/wandb/run-20240928_120659-5c6kxc17/files/output.log
2024-09-28 12:07:01,919 INFO    Thread-15 :423145 [upload_job.py:push():143] Uploaded file /tmp/tmp3_idtidhwandb/8iwu3ola-wandb-metadata.json
2024-09-28 12:07:02,076 DEBUG   SenderThread:423145 [sender.py:send():334] send: use_artifact
2024-09-28 12:07:02,909 DEBUG   HandlerThread:423145 [handler.py:handle_request():144] handle_request: log_artifact
2024-09-28 12:07:02,909 DEBUG   SenderThread:423145 [sender.py:send_request():361] send_request: log_artifact
2024-09-28 12:07:03,388 INFO    SenderThread:423145 [sender.py:send_request_log_artifact():1379] logged artifact clean_sample.csv - {'id': 'QXJ0aWZhY3Q6MTI0NjUwMTA4MQ==', 'digest': 'd1caf0f1b6fe9e1d49d7c0b252c8b39a', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'clean_sample.csv', 'alias': 'latest'}, {'artifactCollectionName': 'clean_sample.csv', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQ2MTU1MTEzMQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTI0NjUwMTA4MQ==', 'versionIndex': 0}}, 'version': 'v0'}
2024-09-28 12:07:03,388 DEBUG   SenderThread:423145 [sender.py:send():334] send: exit
2024-09-28 12:07:03,388 INFO    SenderThread:423145 [sender.py:send_exit():557] handling exit code: 0
2024-09-28 12:07:03,388 INFO    SenderThread:423145 [sender.py:send_exit():559] handling runtime: 1
2024-09-28 12:07:03,389 INFO    SenderThread:423145 [sender.py:_save_file():1319] saving file wandb-summary.json with policy end
2024-09-28 12:07:03,389 INFO    SenderThread:423145 [sender.py:send_exit():565] send defer
2024-09-28 12:07:03,389 DEBUG   HandlerThread:423145 [handler.py:handle_request():144] handle_request: defer
2024-09-28 12:07:03,389 INFO    HandlerThread:423145 [handler.py:handle_request_defer():170] handle defer: 0
2024-09-28 12:07:03,390 DEBUG   SenderThread:423145 [sender.py:send_request():361] send_request: defer
2024-09-28 12:07:03,390 INFO    SenderThread:423145 [sender.py:send_request_defer():581] handle sender defer: 0
2024-09-28 12:07:03,390 INFO    SenderThread:423145 [sender.py:transition_state():585] send defer: 1
2024-09-28 12:07:03,390 DEBUG   HandlerThread:423145 [handler.py:handle_request():144] handle_request: defer
